# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 16:59:22 2020
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_rvflag:      Planet RV Flag
# COLUMN pl_imgflag:     Planet Imaging Flag
# COLUMN pl_astflag:     Planet Astrometry Flag
# COLUMN pl_omflag:      Planet Orbital Modulation Flag
# COLUMN pl_cbflag:      Planet Circumbinary Flag
# COLUMN pl_angsep:      Calculated Angular Separation [mas]
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_msinie:      Planet M*sin(i) [Earth mass]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_def_reflink: Default Reference
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_disc_reflink: Discovery Reference
# COLUMN pl_locale:      Discovery Locale
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_telescope:   Discovery Telescope
# COLUMN pl_instrument:  Discovery Instrument
# COLUMN pl_status:      Status
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN pl_st_npar:     Number of Stellar and Planet Parameters
# COLUMN pl_st_nref:     Number of Stellar and Planet References
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_rah:         RA [hrs]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_elon:        Ecliptic Longitude [deg]
# COLUMN st_elat:        Ecliptic Latitude [deg]
# COLUMN st_plx:         Parallax [mas]
# COLUMN gaia_plx:       Gaia Parallax [mas]
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pm:          Total Proper Motion [mas/yr]
# COLUMN gaia_pmra:      Gaia Proper Motion (RA) [mas/yr]
# COLUMN gaia_pmdec:     Gaia Proper Motion (Dec) [mas/yr]
# COLUMN gaia_pm:        Gaia Total Proper Motion [mas/yr]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_acts:        Stellar Activity S-index
# COLUMN st_actr:        Stellar Activity log(R'HK)
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>)
# COLUMN swasp_id:       SWASP Identifier
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Time Series
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_uj:          U-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_rc:          R-band (Cousins) [mag]
# COLUMN st_ic:          I-band (Cousins) [mag]
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_irac1:       IRAC 3.6um [mag]
# COLUMN st_irac2:       IRAC 4.5um [mag]
# COLUMN st_irac3:       IRAC 5.8um [mag]
# COLUMN st_irac4:       IRAC 8.0um [mag]
# COLUMN st_mips1:       MIPS 24um [mag]
# COLUMN st_mips2:       MIPS 70um [mag]
# COLUMN st_mips3:       MIPS 160um [mag]
# COLUMN st_iras1:       IRAS 12um Flux [Jy]
# COLUMN st_iras2:       IRAS 25um Flux [Jy]
# COLUMN st_iras3:       IRAS 60um Flux [Jy]
# COLUMN st_iras4:       IRAS 100um Flux [Jy]
# COLUMN st_photn:       Number of Photometry Measurements
# COLUMN st_umbj:        U-B (Johnson) [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_vjmic:       V-I (Johnson-Cousins) [mag]
# COLUMN st_vjmrc:       V-R (Johnson-Cousins) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
# COLUMN st_bmy:         b-y (Stromgren) [mag]
# COLUMN st_m1:          m1 (Stromgren) [mag]
# COLUMN st_c1:          c1 (Stromgren) [mag]
# COLUMN st_colorn:      Number of Color Measurements
#
rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
238,HAT-P-13,b,HAT-P-13 b,Transit,0,2,2.91625000,,0.013300,83.400,0.85100,Mass,1.272,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,248.56,10.622,V (Johnson),10.417,5653.00,1.22,1.56,2014-10-15,1,1,0,0,0,0,,,210.0000,106.040,,,0.85100,,270.46200,,270.46200,14.258,0.131,,,2454779.929760,BJD,0.6790,,5.892800,0.08389,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,2009,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..446B/abstract target=ref> Bakos et al. 2009 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,92,15,http://exoplanet.eu/catalog/hat-p-13_b/,http://exoplanets.org/detail/HAT-P-13_b,2009-12,,,8.65883573,172.498256,37.542173,119.444885,27.907101,,4.02,-24.100,-26.300,35.700,-24.100,-26.300,35.700,14.69,4.40,G4,4.13,0.346,,0.410,[Fe/H],5.000,1.6600,,,,,1,0,0,1,0,3,0,,10.622,,,,9.328,9.058,8.975,8.962,9.007,8.935,8.925,,,,,,,,,,,,9,,,,,0.270,0.083,0.353,,,,3
239,HAT-P-13,c,HAT-P-13 c,Radial Velocity,0,2,446.27000000,,0.661600,,14.28000,Msini,,,0,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,248.56,10.622,V (Johnson),10.417,5653.00,1.22,1.56,2019-01-31,0,1,0,0,0,0,,2455312.800000,175.2900,440.000,,,,14.28000,,4538.42100,4538.42100,,,,,,,,,,,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,2009,<a refstr=BAKOS_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..446B/abstract target=ref> Bakos et al. 2009 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,52,14,http://exoplanet.eu/catalog/hat-p-13_c/,http://exoplanets.org/detail/HAT-P-13_c,2009-12,,,8.65883573,172.498256,37.542173,119.444885,27.907101,,4.02,-24.100,-26.300,35.700,-24.100,-26.300,35.700,14.69,4.40,G4,4.13,0.346,,0.410,[Fe/H],5.000,1.6600,,,,,1,0,0,1,0,3,0,,10.622,,,,9.328,9.058,8.975,8.962,9.007,8.935,8.925,,,,,,,,,,,,9,,,,,0.270,0.083,0.353,,,,3
240,HAT-P-14,b,HAT-P-14 b,Transit,0,1,4.62767000,,0.110000,83.500,3.44000,Mass,1.420,,0,0,0,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,224.10,224.10,9.980,V (Johnson),9.873,6600.00,2.65,1.82,2018-04-26,1,1,0,0,0,0,,,,219.000,,,3.44000,,1093.33520,,1093.33520,15.917,0.146,0.650000,,,,,,8.900000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2010,<a refstr=TORRES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...715..458T/abstract target=ref> Torres et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,133,18,http://exoplanet.eu/catalog/hat-p-14_b/,http://exoplanets.org/detail/HAT-P-14_b,2010-05,,,17.34107793,62.589094,33.537604,253.788135,61.126380,4.46,4.46,2.200,-6.700,7.100,2.200,-6.700,7.100,-20.81,3.00,F,4.25,,0.6200,0.110,[Fe/H],,8.4000,,,,,1,0,0,1,0,3,0,,9.980,,,,9.094,8.927,8.851,8.805,8.820,8.775,8.761,,,,,,,,,,,,9,,,,,0.167,0.076,0.243,,,,3
241,HAT-P-15,b,HAT-P-15 b,Transit,0,1,10.86350000,,0.190000,89.100,1.94000,Mass,1.060,,0,0,0,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,193.56,193.56,12.160,V (Johnson),11.723,5568.00,1.00,1.07,2018-04-26,1,1,0,0,0,0,,,,180.600,,,1.94000,,616.59020,,616.59020,11.882,0.109,1.000000,,,,,,19.250000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2010,<a refstr=KOVACS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...724..866K/abstract target=ref> Kovacs et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,60,10,http://exoplanet.eu/catalog/hat-p-15_b/,http://exoplanets.org/detail/HAT-P-15_b,2010-12,,,4.41653507,161.558568,-6.891566,70.961623,17.578264,5.17,5.17,14.400,-9.400,17.200,14.400,-9.400,17.200,31.23,4.50,G5,4.38,,1.1400,0.220,[Fe/H],,2.0000,,,,,1,0,0,1,0,3,0,,12.160,,,,10.194,9.752,9.641,9.601,9.647,9.660,8.441,,,,,,,,,,,,9,,,,,0.442,0.111,0.553,,,,3
242,HAT-P-16,b,HAT-P-16 b,Transit,0,1,2.77596000,0.041300,0.036000,86.600,4.19300,Mass,1.289,2.42000,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.00,228.00,10.812,V (Johnson),10.757,6158.00,1.22,1.24,2014-05-14,1,1,0,0,0,0,1.76000e-01,,214.0000,531.100,1626,,4.19300,,1332.60500,,1332.60500,14.448,0.133,1.147000,0.1276000,2455027.592930,BJD-UTC,0.4390,,7.170000,0.10710,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,2010,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,83,14,http://exoplanet.eu/catalog/hat-p-16_b/,http://exoplanets.org/detail/HAT-P-16_b,2010-09,,,0.63821207,120.346854,-20.342618,27.650227,34.792342,,4.39,-21.600,-4.600,22.000,-21.600,-4.600,22.000,-16.83,3.80,F8,4.34,0.294,,0.170,[Fe/H],2.000,3.5000,,,,,3,0,0,3,0,3,0,,10.812,,,,9.850,9.623,9.553,9.506,9.531,9.505,8.681,,,,,,,,,,,,9,,,,,0.227,0.070,0.297,,,,3
243,HAT-P-17,b,HAT-P-17 b,Transit,0,2,10.33852000,,0.350000,89.200,0.58000,Mass,1.050,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,92.63,10.540,V (Johnson),10.274,5246.00,0.99,0.87,2018-04-26,1,1,0,0,0,0,,,,58.400,,,0.58000,,184.34140,,184.34140,11.769,0.108,1.500000,,,,,,22.720000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2010,<a refstr=HOWARD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749..134H/abstract target=ref> Howard et al. 2012 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,67,11,http://exoplanet.eu/catalog/hat-p-17_b/,http://exoplanets.org/detail/HAT-P-17_b,2012-04,,,21.63575973,80.852110,-16.176688,339.897027,41.634430,10.80,10.80,-80.400,-127.000,150.300,-80.400,-127.000,150.300,20.13,5.00,K,4.53,,2.0800,0.000,[Fe/H],,0.3000,,,,,0,0,0,0,0,3,0,,10.540,,,,9.017,8.619,8.544,8.506,8.579,8.489,8.065,,,,,,,,,,,,9,,,,,0.398,0.075,0.473,,,,3
244,HAT-P-17,c,HAT-P-17 c,Radial Velocity,0,2,5584.00000000,5.600000,0.390000,,3.40000,Msini,,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,92.63,10.540,V (Johnson),10.274,5246.00,0.99,0.87,2014-05-14,0,1,0,0,0,0,6.05000e+01,2454885.000000,181.5000,48.800,,,,3.40000,,1080.60000,1080.60000,,,,,,,,,,,<a refstr=FULTON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...772...80F/abstract target=ref> Fulton et al. 2013 </a>,2010,<a refstr=HOWARD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749..134H/abstract target=ref> Howard et al. 2012 </a>,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,3,0,48,12,http://exoplanet.eu/catalog/hat-p-17_c/,,2012-04,,,21.63575973,80.852110,-16.176688,339.897027,41.634430,10.80,10.80,-80.400,-127.000,150.300,-80.400,-127.000,150.300,20.13,5.00,K,4.53,,2.0800,0.000,[Fe/H],,0.3000,,,,,0,0,0,0,0,3,0,,10.540,,,,9.017,8.619,8.544,8.506,8.579,8.489,8.065,,,,,,,,,,,,9,,,,,0.398,0.075,0.473,,,,3
245,HAT-P-18,b,HAT-P-18 b,Transit,0,1,5.50802300,0.055900,0.084000,88.800,0.19700,Mass,0.995,0.25000,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.00,162.16,12.759,V (Johnson),12.368,4803.00,0.77,0.75,2014-05-14,1,1,0,0,0,0,3.37000e-01,,120.0000,27.100,852,,0.19700,,62.61000,,62.61000,11.153,0.102,,0.1131000,2454715.021740,BJD-UTC,0.3240,,16.040000,0.13650,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,2010,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,74,11,http://exoplanet.eu/catalog/hat-p-18_b/,http://exoplanets.org/detail/HAT-P-18_b,2011-01,,,17.08976487,55.652182,35.561804,249.552483,55.486755,,6.17,-14.100,-36.700,39.300,-14.100,-36.700,39.300,-11.92,5.20,K2,4.57,-0.569,,0.100,[Fe/H],12.400,0.5000,,,,,1,0,0,1,0,3,0,,12.759,,,,10.822,10.340,10.234,10.195,10.253,10.154,8.915,,,,,,,,,,,,9,,,,,0.482,0.106,0.588,,,,3
246,HAT-P-19,b,HAT-P-19 b,Transit,0,1,4.00877800,0.046600,0.067000,88.200,0.29200,Mass,1.132,0.25000,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.00,203.25,12.901,V (Johnson),12.557,4990.00,0.84,0.82,2014-05-14,1,1,0,0,0,0,2.17000e-01,,256.0000,42.000,1010,,0.29200,,92.80200,,92.80200,12.689,0.116,,0.1182000,2455091.534170,BJD-UTC,0.4040,,12.240000,0.14180,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,2010,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,44,10,http://exoplanet.eu/catalog/hat-p-19_b/,http://exoplanets.org/detail/HAT-P-19_b,2011-01,,,0.63444947,119.817745,-28.079258,23.422627,27.930092,,4.92,-26.800,-32.500,42.100,-26.800,-32.500,42.100,-20.22,5.10,K1,4.54,-0.432,,0.230,[Fe/H],8.800,0.7000,,,,,0,0,0,0,0,3,0,,12.901,,,,11.095,10.644,10.546,10.495,10.557,10.561,8.691,,,,,,,,,,,,9,,,,,0.451,0.098,0.549,,,,3
247,HAT-P-2,b,HAT-P-2 b,Transit,0,1,5.63351580,0.068140,0.517200,,8.62000,Msini,,,0,0,0,2,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,128.25,128.25,8.720,V (Johnson),8.598,6380.00,1.33,1.39,2018-09-27,1,1,0,0,0,0,5.31000e-01,2463982.491500,188.0100,953.300,,,,8.62000,,2739.69460,2739.69460,,,,,,JD,,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,2007,<a refstr=BAKOS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..826B/abstract target=ref> Bakos et al. 2007 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,173,27,http://exoplanet.eu/catalog/hat-p-2_b/,http://exoplanets.org/detail/HAT-P-2_b,2007-11,HD 147506,HIP 80076,16.34343262,65.020956,45.232339,229.161802,61.011642,7.80,7.80,-10.300,-29.200,31.000,-10.300,-29.200,31.000,-0.22,3.80,F8,,0.530,,0.180,[Fe/H],1.440,20.8000,,,,,7,0,1,5,1,3,2,,8.720,9.150,,,7.796,7.652,7.603,7.571,7.582,7.581,7.567,,,,,,,,,,,,18,,0.463,,,0.144,0.049,0.193,,,,7
248,HAT-P-20,b,HAT-P-20 b,Transit,0,1,2.87531700,0.036100,0.015000,86.800,7.24600,Mass,0.867,13.78000,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,70.00,71.18,11.339,V (Johnson),10.990,4595.00,0.76,0.69,2014-05-14,1,1,0,0,0,0,5.16000e-01,,317.0000,1246.000,970,,7.24600,,2302.89900,,2302.89900,9.718,0.089,0.989800,0.0770000,2455080.926610,BJD-UTC,0.6310,,11.170000,0.12840,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,2010,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,88,12,http://exoplanet.eu/catalog/hat-p-20_b/,http://exoplanets.org/detail/HAT-P-20_b,2011-12,,,7.46109793,194.414905,18.394672,109.900353,2.398764,,14.05,-5.000,-96.200,96.400,-5.000,-96.200,96.400,-18.81,5.30,K3,4.63,-0.721,,0.350,[Fe/H],6.700,2.1000,,,,,1,0,0,1,0,3,0,,11.339,,,,9.276,8.743,8.601,8.559,8.648,8.515,8.063,,,,,,,,,,,,11,,,,,0.533,0.142,0.675,,,,4
249,HAT-P-21,b,HAT-P-21 b,Transit,0,1,4.12448000,,0.230000,87.200,4.87000,Mass,1.110,,0,0,0,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,279.48,279.48,11.685,V (Johnson),11.558,5588.00,1.24,1.21,2018-04-26,1,1,0,0,0,0,,,,548.300,,,4.87000,,1547.83210,,1547.83210,12.442,0.114,0.900000,,,,,,9.650000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2010,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,55,9,http://exoplanet.eu/catalog/hat-p-21_b/,http://exoplanets.org/detail/HAT-P-21_b,2011-12,,,11.41833033,169.324835,67.463713,153.849859,33.830667,3.58,3.58,-1.100,13.200,13.300,-1.100,13.200,13.300,-53.19,4.30,G3,4.33,,1.0000,0.010,[Fe/H],,3.5000,,,,,1,0,0,1,0,3,0,,11.685,,,,10.503,10.154,10.111,10.073,10.112,10.021,9.158,,,,,,,,,,,,9,,,,,0.349,0.043,0.392,,,,3
250,HAT-P-22,b,HAT-P-22 b,Transit,0,1,3.21222000,,0.020000,86.900,2.47000,Mass,1.150,,0,0,0,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,81.96,81.96,9.732,V (Johnson),9.519,5302.00,1.13,1.11,2018-04-26,1,1,0,0,0,0,,,,313.300,,,2.47000,,785.04010,,785.04010,12.890,0.118,1.100000,,,,,,8.580000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2010,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,94,15,http://exoplanet.eu/catalog/hat-p-22_b/,http://exoplanets.org/detail/HAT-P-22_b,2011-12,HD 233731,,10.37878127,163.647264,53.566834,136.856945,36.808314,12.20,12.20,-26.200,83.700,87.700,-26.200,83.700,87.700,12.49,4.50,G5,4.36,,1.1600,0.240,[Fe/H],,0.5000,,,,,1,0,0,1,0,3,0,,9.732,,,,8.293,7.935,7.837,7.590,7.736,7.769,7.705,,,,,,,,,,,,9,,,,,0.358,0.098,0.456,,,,3
251,HAT-P-23,b,HAT-P-23 b,Transit,0,1,1.21288000,,0.110000,85.100,1.34000,Mass,1.090,,0,0,0,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,368.61,368.61,12.432,V (Johnson),12.174,5905.00,0.58,0.96,2018-04-26,1,1,0,0,0,0,,,,368.500,,,1.34000,,425.89220,,425.89220,12.218,0.112,1.400000,,,,,,4.160000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2010,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,3,0,96,14,http://exoplanet.eu/catalog/hat-p-23_b/,http://exoplanets.org/detail/HAT-P-23_b,2011-12,,,20.40825693,58.936294,-11.834165,313.497978,34.907378,2.71,2.71,13.300,-5.400,14.300,13.300,-5.400,14.300,-15.10,4.00,G0,4.33,,0.9200,0.150,[Fe/H],,8.1000,,,,,1,0,0,1,0,3,0,,12.432,,,,11.103,10.846,10.791,10.748,10.793,10.816,9.031,,,,,,,,,,,,10,,,,,0.257,0.055,0.312,,,,3
