,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
10,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.01,K2-58 b,333.82180800000003,0.0,22h15m17.23s,-14.049807999999999,0.0,-14d02m59.3s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,4998.0,,,0.0,,,,,,,,,,0.76,,,0.0,,,,,12.15,,0.0,13.317,0.02,0.0,12.378,0.03,0.0,,,,12.808,0.04,0.0,12.072000000000001,0.03,0.0,11.868,0.11,0.0,,,,10.765,0.022000000000000002,0.0,10.314,0.023,0.0,10.215,0.021,0.0,10.19,0.024,0.0,10.257,0.02,0.0,10.177,0.063,0.0,9.11,,-1.0,0.9390000000000001,0.036000000000000004,0.0,0.451,0.032,0.0,0.099,0.031,0.0,0.55,0.03,0.0,,,7.0525273,,,0.0,2456979.923,,,0.0,0.1,,,0.0,0.0816667,,,0.0,,,,,0.53,,,0.0,,,,,0.02945,,,0.0,0.23399999999999999,,,0.0,2.62,,,0.0,,,,,1.0
11,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.02,K2-58 c,333.82180800000003,0.0,22h15m17.23s,-14.049807999999999,0.0,-14d02m59.3s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,4998.0,,,0.0,,,,,,,,,,0.76,,,0.0,,,,,12.15,,0.0,13.317,0.02,0.0,12.378,0.03,0.0,,,,12.808,0.04,0.0,12.072000000000001,0.03,0.0,11.868,0.11,0.0,,,,10.765,0.022000000000000002,0.0,10.314,0.023,0.0,10.215,0.021,0.0,10.19,0.024,0.0,10.257,0.02,0.0,10.177,0.063,0.0,9.11,,-1.0,0.9390000000000001,0.036000000000000004,0.0,0.451,0.032,0.0,0.099,0.031,0.0,0.55,0.03,0.0,,,2.5370422,,,0.0,2456979.587,,,0.0,0.0393,,,0.0,0.0870833,,,0.0,,,,,0.26,,,0.0,,,,,0.017759999999999998,,,0.0,0.146,,,0.0,1.64,,,0.0,,,,,1.0
12,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.03,K2-58 d,333.82180800000003,0.0,22h15m17.23s,-14.049807999999999,0.0,-14d02m59.3s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,4998.0,,,0.0,,,,,,,,,,0.76,,,0.0,,,,,12.15,,0.0,13.317,0.02,0.0,12.378,0.03,0.0,,,,12.808,0.04,0.0,12.072000000000001,0.03,0.0,11.868,0.11,0.0,,,,10.765,0.022000000000000002,0.0,10.314,0.023,0.0,10.215,0.021,0.0,10.19,0.024,0.0,10.257,0.02,0.0,10.177,0.063,0.0,9.11,,-1.0,0.9390000000000001,0.036000000000000004,0.0,0.451,0.032,0.0,0.099,0.031,0.0,0.55,0.03,0.0,,,22.881145,,,0.0,2456998.068,,,0.0,0.0462,,,0.0,0.1345833,,,0.0,,,,,0.63,,,0.0,,,,,0.02049,,,0.0,0.159,,,0.0,1.78,,,0.0,,,,,1.0
13,EPIC 206027655,2MASS J22354616-1401398,EPIC 206027655.01,K2-59 b,338.942352,0.0,22h35m46.16s,-14.027745000000001,0.0,-14d01m39.9s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,4775.0,,,0.0,,,,,,,,,,0.73,,,0.0,,,,,13.869000000000002,,0.0,15.129000000000001,0.04,0.0,14.225999999999999,0.03,0.0,,,,14.647,0.01,0.0,13.904000000000002,0.01,0.0,13.536,0.09,0.0,,,,12.454,0.023,0.0,11.981,0.021,0.0,11.838,0.023,0.0,11.799000000000001,0.022000000000000002,0.0,11.86,0.022000000000000002,0.0,11.762,0.302,0.0,8.895,,-1.0,0.903,0.05,0.0,0.473,0.031,0.0,0.14300000000000002,0.031,0.0,0.616,0.033,0.0,,,20.698453,,,0.0,2456987.055,,,0.0,0.115,,,0.0,0.1220833,,,0.0,,,,,0.68,,,0.0,,,,,0.03279,,,0.0,0.24,,,0.0,2.69,,,0.0,,,,,1.0
14,EPIC 206027655,2MASS J22354616-1401398,EPIC 206027655.02,K2-59 c,338.942352,0.0,22h35m46.16s,-14.027745000000001,0.0,-14d01m39.9s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,4775.0,,,0.0,,,,,,,,,,0.73,,,0.0,,,,,13.869000000000002,,0.0,15.129000000000001,0.04,0.0,14.225999999999999,0.03,0.0,,,,14.647,0.01,0.0,13.904000000000002,0.01,0.0,13.536,0.09,0.0,,,,12.454,0.023,0.0,11.981,0.021,0.0,11.838,0.023,0.0,11.799000000000001,0.022000000000000002,0.0,11.86,0.022000000000000002,0.0,11.762,0.302,0.0,8.895,,-1.0,0.903,0.05,0.0,0.473,0.031,0.0,0.14300000000000002,0.031,0.0,0.616,0.033,0.0,,,11.295158,,,0.0,2456986.71,,,0.0,0.0967,,,0.0,0.08,,,0.0,,,,,0.89,,,0.0,,,,,0.03468,,,0.0,0.22,,,0.0,2.47,,,0.0,,,,,1.0
15,EPIC 206028176,2MASS J22011206-1400524,EPIC 206028176.01,,330.300293,0.0,22h01m12.07s,-14.014557,0.0,-14d00m52.4s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,6305.0,,,0.0,,,,,,,,,,1.39,,,0.0,,,,,12.244000000000002,,0.0,12.769,0.03,0.0,12.280999999999999,0.02,0.0,,,,12.469000000000001,0.06,0.0,12.17,0.01,0.0,12.08,0.02,0.0,,,,11.318,0.024,0.0,11.120999999999999,0.022000000000000002,0.0,11.075,0.021,0.0,11.017999999999999,0.023,0.0,11.065999999999999,0.022000000000000002,0.0,10.931,0.12,0.0,8.458,,-1.0,0.488,0.036000000000000004,0.0,0.19699999999999998,0.033,0.0,0.046,0.03,0.0,0.243,0.032,0.0,,,9.3813402,,,0.0,2456988.13,,,0.0,0.0358,,,0.0,0.2033333,,,0.0,,,,,0.24,,,0.0,,,,,0.01745,,,0.0,0.255,,,0.0,2.86,,,0.0,,,,,1.0
16,EPIC 206029450,2MASS J22233189-1358465,EPIC 206029450.01,,335.88293500000003,0.0,22h23m31.90s,-13.979621,0.0,-13d58m46.6s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,4335.0,,,0.0,,,,,,,,,,0.67,,,0.0,,,,,15.504000000000001,,0.0,,,,,,,,,,,,,,,,,,,,,,13.591,0.025,0.0,12.897,0.025,0.0,12.834000000000001,0.028999999999999998,0.0,12.725,0.024,0.0,12.710999999999999,0.026000000000000002,0.0,11.885,,-1.0,8.881,,-1.0,,,,0.6940000000000001,0.035,0.0,0.063,0.038,0.0,0.757,0.038,0.0,,,4.2304959,,,0.0,2456980.943,,,0.0,0.123,,,0.0,0.08666669999999999,,,0.0,,,,,0.13,,,0.0,,,,,0.03081,,,0.0,0.228,,,0.0,2.56,,,0.0,,,,,1.0
17,EPIC 206032309,2MASS J22445778-1354031,EPIC 206032309.01,,341.24069199999997,0.0,22h44m57.77s,-13.900920999999999,0.0,-13d54m03.3s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,3.0,,,,,,,,,2989.0,,,0.0,,,,,,,,,,0.18,,,0.0,,,,,15.782,,0.0,,,,,,,,,,,,,,,,,,,,,,13.429,0.024,0.0,12.859000000000002,0.027000000000000003,0.0,12.538,0.026000000000000002,0.0,,,,,,,,,,,,,,,,0.57,0.036000000000000004,0.0,0.321,0.037000000000000005,0.0,0.8909999999999999,0.035,0.0,,,4.1107634,,,0.0,2456982.769,,,0.0,0.263,,,0.0,0.05458330000000001,,,0.0,,,,,0.0,,,0.0,,,,,0.04665,,,0.0,0.09,,,0.0,1.01,,,0.0,,,,,1.0
18,EPIC 206038483,2MASS J22342548-1343541,EPIC 206038483.01,K2-60 b,338.606171,0.0,22h34m25.48s,-13.731701999999999,0.0,-13d43m54.1s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,5425.0,,,0.0,,,,,,,,,,0.86,,,0.0,,,,,12.59,,0.0,13.562000000000001,0.01,0.0,12.789000000000001,0.02,0.0,,,,13.117,0.03,0.0,12.567,0.040999999999999995,0.0,12.364,0.05,0.0,,,,11.41,0.021,0.0,11.085,0.025,0.0,10.993,0.021,0.0,10.982999999999999,0.023,0.0,11.019,0.021,0.0,10.919,0.122,0.0,8.972000000000001,,-1.0,0.773,0.022000000000000002,0.0,0.325,0.033,0.0,0.092,0.033,0.0,0.41700000000000004,0.03,0.0,,,3.0026376,,,0.0,2456982.06,,,0.0,0.479,,,0.0,0.1295833,,,0.0,,,,,0.19,,,0.0,,,,,0.0624,,,0.0,0.575,,,0.0,6.45,,,0.0,,,,,1.0
19,EPIC 206042996,2MASS J22300326-1336364,EPIC 206042996.01,,337.51358,0.0,22h30m03.26s,-13.610113,0.0,-13d36m36.4s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,3.0,,,,,,,,,3893.0,,,0.0,,,,,,,,,,0.57,,,0.0,,,,,16.061,,0.0,18.347,0.24,0.0,16.743,0.08900000000000001,0.0,,,,17.37,0.13,0.0,16.004,0.02,0.0,15.5,0.09,0.0,,,,13.964,0.025,0.0,13.253,0.027999999999999997,0.0,13.071,0.033,0.0,13.04,0.024,0.0,13.081,0.03,0.0,11.794,,-1.0,8.615,,-1.0,1.604,0.256,0.0,0.711,0.038,0.0,0.182,0.043,0.0,0.893,0.040999999999999995,0.0,,,0.35490972,,,0.0,2456979.732,,,0.0,0.0553,,,0.0,0.0445833,,,0.0,,,,,0.25,,,0.0,,,,,0.02145,,,0.0,0.129,,,0.0,1.45,,,0.0,,,,,1.0
20,EPIC 206044803,2MASS J22384194-1333360,EPIC 206044803.01,K2-61 b,339.674744,0.0,22h38m41.94s,-13.560023999999999,0.0,-13d33m36.1s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,0,3.0,,,,,,,,,5680.0,,,0.0,,,,,,,,,,0.95,,,0.0,,,,,12.975,,0.0,13.689,0.05,0.0,12.991,0.02,0.0,,,,13.292,0.04,0.0,12.824000000000002,0.01,0.0,12.839,0.46,0.0,,,,11.758,0.022000000000000002,0.0,11.423,0.021,0.0,11.385,0.024,0.0,11.328,0.023,0.0,11.378,0.021,0.0,11.173,0.168,0.0,8.607999999999999,,-1.0,0.698,0.054000000000000006,0.0,0.335,0.03,0.0,0.038,0.032,0.0,0.373,0.033,0.0,,,2.5735352,,,0.0,2456980.638,,,0.0,0.0348,,,0.0,0.10875,,,0.0,,,,,0.3,,,0.0,,,,,0.01706,,,0.0,0.17300000000000001,,,0.0,1.94,,,0.0,,,,,1.0
