,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
10,EPIC 201231940,2MASS J11362894-0328568,EPIC 201231940.01,,174.120605,0.0,11h36m28.95s,-3.482449,0.0,-03d28m56.8s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,3570.0,,,0.0,,,,,,,,,,0.43,,,0.0,,,,,18.108,,0.0,,,,,,,21.791,0.11,0.0,19.444000000000003,0.011000000000000001,0.0,18.097,0.006999999999999999,0.0,17.535999999999998,0.006999999999999999,0.0,17.197,0.012,0.0,15.960999999999999,0.073,0.0,15.377,0.092,0.0,15.155,0.159,0.0,,,,,,,,,,,,,,,,0.584,0.11699999999999999,0.0,0.222,0.184,0.0,0.8059999999999999,0.175,0.0,,,0.57303573,,,0.0,2456810.511,,,0.0,0.51,,,0.0,0.0133333,,,0.0,,,,,0.35,,,0.0,,,,,0.09028,,,0.0,0.299,,,0.0,3.35,,,0.0,,,,,1
11,EPIC 201238163,2MASS J11330307-0323195,EPIC 201238163.01,,173.262802,0.0,11h33m03.07s,-3.3887730000000005,0.0,-03d23m19.6s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,3875.0,,,0.0,,,,,,,,,,0.56,,,0.0,,,,,15.279000000000002,,0.0,,,,,,,,,,,,,,,,,,,,,,13.114,0.026000000000000002,0.0,12.48,0.026000000000000002,0.0,12.282,0.024,0.0,12.225999999999999,0.024,0.0,12.248,0.023,0.0,11.97,0.33799999999999997,0.0,8.672,,-1.0,,,,0.634,0.037000000000000005,0.0,0.198,0.035,0.0,0.8320000000000001,0.035,0.0,,,1.0829614,,,0.0,2456810.366,,,0.0,0.0655,,,0.0,0.050833300000000005,,,0.0,,,,,0.46,,,0.0,,,,,0.023780000000000003,,,0.0,0.139,,,0.0,1.56,,,0.0,,,,,1
12,EPIC 201257461,2MASS J11523866-0305416,EPIC 201257461.01,,178.161102,0.0,11h52m38.66s,-3.094936,0.0,-03d05m41.8s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,4859.0,,,0.0,,,,,,,,,,0.74,,,0.0,,,,,11.511,,0.0,12.882,0.302,0.0,11.668,0.138,0.0,,,,12.254000000000001,0.04,0.0,11.491,0.01,0.0,11.193,0.02,0.0,,,,9.994,0.023,0.0,9.479,0.024,0.0,9.368,0.023,0.0,,,,,,,,,,,,,1.214,0.332,0.0,0.515,0.033,0.0,0.111,0.033,0.0,0.626,0.033,0.0,,,50.285869,,,0.0,2456828.355,,,0.0,0.184,,,0.0,0.5258333000000001,,,0.0,,,,,0.95,,,0.0,,,,,0.05345,,,0.0,0.31,,,0.0,3.47,,,0.0,,,,,1
13,EPIC 201556134,2MASS J11514201+0122469,EPIC 201556134.01,,177.92511000000002,0.0,11h51m42.03s,1.379641,0.0,+01d22m46.7s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,4767.0,,,0.0,,,,,,,,,,0.73,,,0.0,,,,,14.293,,0.0,15.482000000000001,0.09,0.0,14.597000000000001,0.05,0.0,,,,15.001,0.06,0.0,14.274000000000001,0.06,0.0,13.99,0.09,0.0,,,,12.82,0.024,0.0,12.35,0.023,0.0,12.200999999999999,0.028999999999999998,0.0,12.202,0.024,0.0,12.252,0.024,0.0,11.482000000000001,0.21100000000000002,0.0,8.932,,-1.0,0.885,0.10300000000000001,0.0,0.47,0.033,0.0,0.149,0.037000000000000005,0.0,0.619,0.038,0.0,,,12.726743,,,0.0,2456822.0,,,0.0,0.0579,,,0.0,0.16166670000000002,,,0.0,,,,,0.26,,,0.0,,,,,0.02141,,,0.0,0.17,,,0.0,1.91,,,0.0,,,,,1
14,EPIC 201563164,,EPIC 201563164.01,,177.14003,0.0,11h48m33.61s,1.483144,0.0,+01d28m59.3s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,46696.0,,,0.0,,,,,,,,,,17.27,,,0.0,,,,,17.292,,0.0,,,,,,,16.969,0.008,0.0,17.029,0.004,0.0,17.38,0.005,0.0,17.605,0.006,0.0,17.84,0.018000000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18746328,,,0.0,2456810.308,,,0.0,1.32,,,0.0,0.0445833,,,0.0,,,,,0.9,,,0.0,,,,,0.1236,,,0.0,19.359,,,0.0,217.0,,,0.0,,,,,1
15,EPIC 201683540,2MASS J11165158+0321497,EPIC 201683540.01,,169.214966,0.0,11h16m51.59s,3.3638739999999996,0.0,+03d21m49.9s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,4166.0,,,0.0,,,,,,,,,,0.64,,,0.0,,,,,14.956,,0.0,16.808,0.37,0.0,15.534,0.18,0.0,,,,16.073,0.06,0.0,15.036,0.14,0.0,14.477,0.13,0.0,,,,13.069,0.026000000000000002,0.0,12.507,0.027000000000000003,0.0,12.347000000000001,0.03,0.0,12.224,0.023,0.0,12.258,0.024,0.0,11.918,,-1.0,8.354,,-1.0,1.274,0.41100000000000003,0.0,0.562,0.037000000000000005,0.0,0.16,0.04,0.0,0.722,0.04,0.0,,,1.9611469,,,0.0,2456812.176,,,0.0,0.727,,,0.0,0.05541669999999999,,,0.0,,,,,0.78,,,0.0,,,,,0.08768,,,0.0,0.529,,,0.0,5.93,,,0.0,,,,,1
16,EPIC 201717159,2MASS J11534476+0355559,EPIC 201717159.01,,178.436478,0.0,11h53m44.75s,3.9322019999999998,0.0,+03d55m55.9s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,1.0,,,,,,,,,4331.0,,,0.0,,,,,,,,,,0.67,,,0.0,,,,,15.982000000000001,,0.0,,,,,,,,,,,,,,,,,,,,,,13.802999999999999,0.027999999999999997,0.0,13.107000000000001,0.035,0.0,12.967,0.04,0.0,12.886,0.024,0.0,12.884,0.027000000000000003,0.0,12.562999999999999,,-1.0,9.065,,-1.0,,,,0.696,0.045,0.0,0.14,0.053,0.0,0.836,0.049,0.0,,,0.60408352,,,0.0,2456810.836,,,0.0,0.0963,,,0.0,0.0404167,,,0.0,,,,,0.38,,,0.0,,,,,0.02829,,,0.0,0.20199999999999999,,,0.0,2.26,,,0.0,,,,,1
17,EPIC 202634963,2MASS J16113549-2856046,EPIC 202634963.01,,242.89790299999999,0.0,16h11m35.50s,-28.934634999999997,0.0,-28d56m04.7s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,2.0,,,,,,,,,5838.0,,,0.0,,,,,,,,,,1.03,,,0.0,,,,,12.1,,0.0,12.869000000000002,0.040999999999999995,0.0,12.245999999999999,0.03,0.0,,,,12.527000000000001,0.031,0.0,12.089,0.04,0.0,11.915999999999999,0.06,0.0,,,,11.079,0.024,0.0,10.837,0.023,0.0,10.749,0.023,0.0,10.703,0.023,0.0,10.74,0.021,0.0,10.698,0.092,0.0,9.021,,-1.0,0.623,0.051,0.0,0.242,0.033,0.0,0.08800000000000001,0.033,0.0,0.33,0.033,0.0,,,28.707623,,,0.0,2456920.11,,,0.0,3.57,,,0.0,0.15041670000000001,,,0.0,,,,,0.82,,,0.0,,,,,0.2136,,,0.0,1.891,,,0.0,21.2,,,0.0,,,,,1
18,EPIC 202893157,2MASS J16261420-2758590,EPIC 202893157.01,,246.559174,0.0,16h26m14.20s,-27.983086,0.0,-27d58m59.1s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,2.0,,,,,,,,,3442.0,,,0.0,,,,,,,,,,0.36,,,0.0,,,,,14.421,,0.0,,,,,,,,,,,,,,,,,,,,,,11.547,0.024,0.0,10.616,0.023,0.0,10.369000000000002,0.027000000000000003,0.0,10.222999999999999,0.023,0.0,10.315999999999999,0.021,0.0,10.12,0.083,0.0,8.717,,-1.0,,,,0.9309999999999999,0.033,0.0,0.247,0.035,0.0,1.178,0.036000000000000004,0.0,,,4.1657292,,,0.0,2456894.444,,,0.0,0.227,,,0.0,0.10291669999999999,,,0.0,,,,,0.85,,,0.0,,,,,0.05024,,,0.0,0.166,,,0.0,1.86,,,0.0,,,,,1
19,EPIC 203070421,2MASS J16414874-2721397,EPIC 203070421.01,,250.453125,0.0,16h41m48.75s,-27.361034000000004,0.0,-27d21m39.7s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,2.0,,,,,,,,,5354.0,,,0.0,,,,,,,,,,0.84,,,0.0,,,,,12.544,,0.0,13.459000000000001,0.042,0.0,12.714,0.031,0.0,,,,13.057,0.031,0.0,12.512,0.040999999999999995,0.0,12.324000000000002,0.061,0.0,,,,11.195,0.023,0.0,10.953,0.026000000000000002,0.0,10.862,0.024,0.0,10.76,0.023,0.0,10.776,0.021,0.0,10.878,0.159,0.0,8.717,,-1.0,0.745,0.052000000000000005,0.0,0.242,0.035,0.0,0.091,0.035,0.0,0.33299999999999996,0.033,0.0,,,1.7359447,,,0.0,2456895.707,,,0.0,0.043,,,0.0,0.1175,,,0.0,,,,,0.96,,,0.0,,,,,0.025509999999999998,,,0.0,0.16899999999999998,,,0.0,1.89,,,0.0,,,,,1
20,EPIC 203518244,2MASS J16163910-2552121,EPIC 203518244.01,,244.16291800000002,0.0,16h16m39.10s,-25.870047,0.0,-25d52m12.2s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,2.0,,,,,,,,,4289.0,,,0.0,,,,,,,,,,0.66,,,0.0,,,,,13.225999999999999,,0.0,14.62,0.03,0.0,13.642999999999999,0.034,0.0,,,,14.164000000000001,0.035,0.0,13.265999999999998,0.042,0.0,12.824000000000002,0.062,0.0,,,,11.258,0.024,0.0,10.827,0.026000000000000002,0.0,10.645,0.019,0.0,10.549000000000001,0.023,0.0,10.534,0.02,0.0,10.08,0.09,0.0,8.107000000000001,,-1.0,0.977,0.045,0.0,0.431,0.035,0.0,0.182,0.032,0.0,0.613,0.031,0.0,,,0.8411257,,,0.0,2456894.581,,,0.0,0.015,,,0.0,0.12166669999999999,,,0.0,,,,,0.35,,,0.0,,,,,0.01098,,,0.0,0.079,,,0.0,0.884,,,0.0,,,,,1
21,EPIC 205252523,2MASS J16281044-1837261,EPIC 205252523.01,,247.043442,0.0,16h28m10.43s,-18.623919,0.0,-18d37m26.1s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,1,2.0,,,,,,,,,4309.0,,,0.0,,,,,,,,,,0.66,,,0.0,,,,,14.793,,0.0,,,,,,,,,,,,,,,,,,,,,,12.85,0.03,0.0,12.284,0.038,0.0,12.084000000000001,0.028999999999999998,0.0,12.001,0.024,0.0,11.967,0.023,0.0,11.824000000000002,0.326,0.0,8.351,,-1.0,,,,0.5660000000000001,0.048,0.0,0.2,0.048,0.0,0.7659999999999999,0.042,0.0,,,4.4984354,,,0.0,2456897.605,,,0.0,0.185,,,0.0,0.07,,,0.0,,,,,0.65,,,0.0,,,,,0.04131,,,0.0,0.278,,,0.0,3.12,,,0.0,,,,,1
