# Online table from 2011ApJ...728..117B, the first KOI list
# Table A1
# List of Planetary Candidates
# KOI	KIC Number	Kp	Planet Radius	Epoch	Period	T_eff	log(g)	R*	
# 			R_J	BJD-2454900	(days)	(K)	(cgs)	(Sun)	
428.01	10418224	14.6	1.04	105.518	6.873	6127	4.549	1.927	
429.01	10616679	14.5	0.48	105.527	8.600	5093	4.485	1.024	
430.01	10717241	14.9	0.25	112.402	12.377	4124	4.584	0.640	
431.01	10843590	14.3	0.34	111.712	18.870	5249	4.433	1.004	
432.01	10858832	14.3	0.32	107.350	5.263	5830	4.457	1.015	
433.01	10937029	14.9	0.52	104.095	4.030	5237	4.372	1.084	
434.01	11656302	14.6	1.69	106.103	22.265	5172	4.564	1.350	
435.01	11709124	14.5	0.36	111.951	20.548	5709	4.663	1.039	
438.01	12302530	14.3	0.19	107.796	5.931	4351	4.595	0.679	
441.01	3340312	14.5	0.24	106.917	30.544	6231	4.628	0.838	
443.01	3833007	14.2	0.24	113.046	16.217	5614	4.617	1.020	
450.01	6042214	14.2	0.30	104.953	27.047	6089	4.561	0.904	
451.01	6200715	14.9	0.23	105.178	3.724	6333	4.648	1.012	
452.01	6291033	14.6	0.34	102.939	3.706	5935	4.409	1.771	
454.01	7098355	14.8	0.21	103.557	29.007	5138	4.569	0.835	
456.01	7269974	14.6	0.27	104.476	13.700	5644	4.515	0.950	
457.01	7440748	14.2	0.19	107.295	4.921	4931	4.650	0.729	
458.01	7504328	14.7	0.94	141.081	53.717	5593	4.280	1.248	
459.01	7977197	14.2	0.32	103.102	19.447	5601	4.428	1.040	
460.01	8043638	14.7	0.41	109.077	17.587	5387	4.334	1.150	
466.01	9008220	14.7	0.28	103.538	9.391	5907	4.896	0.590	
467.01	9583881	14.8	0.48	115.442	18.009	5583	4.539	0.979	
468.01	9589524	14.8	0.36	107.596	22.184	4999	4.499	0.900	
469.01	9703198	14.7	0.49	107.607	10.329	6005	4.631	0.827	
470.01	9844088	14.7	0.35	104.150	3.751	5542	4.653	0.782	
471.01	10019643	14.4	0.17	104.730	21.348	5548	4.670	0.766	
472.01	10123064	15.0	0.38	106.565	4.244	5682	4.580	1.149	
473.01	10155434	14.7	0.22	113.637	12.705	5379	4.686	0.737	
474.01	10460984	14.3	0.22	109.721	10.946	6143	4.468	1.015	
476.01	10599206	15.0	0.23	111.437	18.428	4993	4.514	0.881	
477.01	10934674	14.7	0.23	102.646	16.542	5039	4.513	0.889	
480.01	11134879	14.3	0.24	105.308	4.302	5324	4.511	0.915	
482.01	11255761	14.9	0.30	102.552	4.993	5526	4.426	1.036	
483.01	11497977	14.7	0.23	106.257	4.799	5410	4.703	0.938	
484.01	12061222	14.5	0.20	108.064	17.204	5065	4.759	0.745	
486.01	12404305	14.1	0.22	102.492	22.184	5625	5.000	0.969	
487.01	12834874	14.5	0.17	106.036	7.659	5463	4.510	0.977	
488.01	2557816	14.7	0.18	109.444	9.380	5488	4.490	0.955	
491.01	3541800	14.4	0.15	102.670	4.662	5965	4.684	0.798	
492.01	3559935	14.4	0.32	127.712	29.910	5373	4.263	1.258	
493.01	3834360	14.7	0.21	103.125	2.908	5583	4.571	0.871	
494.01	3966801	14.9	0.17	121.780	25.698	4854	4.904	0.620	
497.01	4757437	14.6	0.24	108.609	13.193	6045	4.495	1.163	
499.01	4847534	14.3	0.17	107.535	9.669	5362	4.531	0.896	
501.01	4951877	14.6	0.29	103.340	24.793	5556	4.501	1.502	
502.01	5282051	14.3	0.18	104.159	5.910	5288	4.339	1.134	
503.01	5340644	15.0	0.23	105.958	8.222	4110	4.550	0.673	
504.01	5461440	14.6	0.17	132.291	40.588	5403	4.754	0.678	
505.01	5689351	14.2	0.33	107.812	13.767	4985	4.242	1.259	
506.01	5780715	14.7	0.25	102.966	1.583	5777	4.557	0.896	
507.01	5812960	14.9	0.41	106.494	18.495	5117	4.408	1.024	
509.01	6381846	14.9	0.23	102.712	4.167	5437	4.565	0.900	
511.01	6451936	14.2	0.25	103.504	8.006	5802	4.404	1.083	
512.01	6838050	14.8	0.25	105.919	6.510	5406	4.316	1.178	
513.01	6937692	14.9	0.30	103.098	35.181	6288	4.577	1.204	
514.01	7602070	14.4	0.17	109.061	11.757	5446	4.916	0.841	
519.01	8022244	14.9	0.21	111.337	11.904	5807	4.523	0.991	
520.01	8037145	14.6	0.26	103.304	12.760	5048	4.465	0.946	
521.01	8162789	14.6	0.41	105.003	10.161	5767	4.394	1.094	
522.01	8265218	14.4	0.19	102.940	12.831	5663	4.910	0.631	
523.01	8806123	15.0	0.63	131.230	49.413	5942	4.421	1.066	
524.01	8934495	14.9	0.20	104.997	4.593	5187	4.698	0.720	
525.01	9119458	14.5	0.49	106.678	11.532	5524	4.281	1.241	
526.01	9157634	14.4	0.22	104.044	2.105	5467	4.633	0.796	
528.01	9941859	14.6	0.29	109.674	9.577	5448	4.346	1.138	
532.01	10454313	14.7	0.23	106.689	4.222	5874	4.540	1.033	
533.01	10513530	14.7	0.22	104.698	16.550	5198	4.444	0.985	
535.01	10873260	14.4	0.40	104.182	5.853	5782	4.450	1.358	
537.01	11073351	14.7	0.18	103.785	2.820	5889	4.906	0.949	
538.01	11090765	14.6	0.24	104.657	21.214	5923	4.427	1.061	
539.01	11246364	14.1	0.15	104.196	29.122	5722	4.361	1.137	
540.01	11521048	14.9	0.74	127.824	25.703	5361	4.498	0.934	
541.01	11656721	14.7	0.15	113.347	13.647	5369	4.712	0.741	
542.01	11669239	14.3	0.24	111.682	41.889	5509	4.357	1.128	
543.01	11823054	14.7	0.17	106.438	4.302	5166	4.724	0.686	
544.01	11913012	14.8	0.15	104.669	3.748	5883	4.585	1.012	
546.01	12058931	14.9	0.31	103.186	20.686	5989	4.487	1.244	
547.01	12116489	14.8	0.32	121.061	25.302	5086	4.619	0.788	
549.01	3437776	14.6	0.44	126.512	42.895	5609	4.414	1.059	
551.01	4270253	14.9	0.17	111.850	11.636	5627	4.667	0.775	
552.01	5122112	14.7	1.00	104.099	3.055	6018	4.431	1.057	
553.01	5303551	14.9	0.20	104.453	2.399	5404	4.394	1.140	
554.01	5443837	14.5	0.39	103.544	3.658	5835	4.641	0.809	
557.01	5774349	15.0	0.28	103.785	15.656	5002	4.415	1.005	
558.01	5978361	14.9	0.22	106.084	9.179	5281	4.580	0.835	
559.01	6422367	14.8	0.17	106.712	4.330	5187	4.467	0.955	
560.01	6501635	14.7	0.16	112.266	23.678	5142	4.834	0.750	
563.01	6707833	14.5	0.18	108.632	15.284	5879	4.477	1.173	
564.01	6786037	14.9	0.31	104.887	21.060	5686	4.525	1.453	
565.01	7025846	14.3	0.14	103.202	2.340	5829	4.409	1.068	
569.01	8008206	14.5	0.21	118.442	20.725	5039	4.546	0.851	
570.01	8106610	14.8	0.27	105.782	12.399	6079	4.452	1.033	
572.01	8193178	14.2	0.23	112.777	10.640	5666	4.310	1.325	
573.01	8344004	14.7	0.28	105.505	5.997	5729	4.352	1.149	
574.01	8355239	14.9	0.21	104.362	20.136	5047	4.669	0.727	
575.01	8367113	14.7	0.23	116.405	24.321	5979	4.480	0.994	
578.01	8565266	14.7	0.46	102.879	6.413	5777	4.362	1.528	
580.01	8625925	14.9	0.19	108.711	6.521	5603	4.920	0.806	
581.01	8822216	14.8	0.23	108.914	6.997	5514	4.856	0.761	
582.01	9020160	14.8	0.20	103.467	5.945	5103	4.650	0.750	
583.01	9076513	14.6	0.17	103.740	2.437	5735	4.550	1.197	
585.01	9279669	14.9	0.18	104.558	3.722	5437	4.737	0.695	
586.01	9570741	14.6	0.16	108.979	15.779	5707	4.669	0.802	
587.01	9607164	14.6	0.28	104.606	14.034	5112	4.423	1.005	
588.01	9631762	14.3	0.21	108.672	10.356	4431	4.459	0.852	
590.01	9782691	14.6	0.16	107.545	11.389	6106	4.546	0.922	
592.01	9957627	14.3	0.24	108.475	39.759	5810	4.408	1.077	
593.01	9958962	15.0	0.19	104.792	9.997	5737	4.617	0.889	
597.01	10600261	14.9	0.20	109.942	17.308	5833	4.416	1.046	
598.01	10656823	14.8	0.18	104.152	8.309	5171	4.811	0.749	
599.01	10676824	14.9	0.20	106.212	6.455	5820	4.540	0.916	
600.01	10718726	14.8	0.18	103.367	3.596	5869	4.445	1.032	
602.01	12459913	14.6	0.23	110.276	12.914	6007	4.405	1.282	
605.01	4832837	14.9	0.16	102.718	2.628	4270	4.757	0.581	
607.01	5441980	14.4	0.57	106.492	5.894	5497	4.608	0.825	
608.01	5562784	14.7	0.47	125.921	25.333	4324	4.551	1.326	
609.01	5608566	14.5	1.20	105.027	4.397	5696	4.295	1.231	
610.01	5686174	14.7	0.19	113.850	14.281	4072	4.529	0.687	
614.01	7368664	14.5	0.36	103.023	12.875	5675	4.887	0.589	
617.01	9846086	14.6	2.06	131.599	37.865	5594	4.530	0.917	
618.01	10353968	15.0	0.28	111.347	9.071	5471	4.516	0.922	
620.01	11773022	14.7	0.65	92.107	45.154	5803	4.544	1.384	
725.01	10068383	15.8	0.75	102.644	7.305	5046	4.652	0.882	
726.01	10157573	15.1	0.30	106.266	5.116	6164	4.508	0.969	
728.01	10221013	15.4	0.89	103.121	7.189	5976	4.544	0.918	
729.01	10225800	15.6	0.36	102.674	1.424	5707	4.608	0.838	
730.01	10227020	15.3	0.31	109.793	14.785	5599	4.386	1.287	
732.01	10265898	15.3	0.25	103.407	1.260	5360	4.588	0.860	
733.01	10271806	15.6	0.24	102.725	5.925	5038	4.846	0.730	
734.01	10272442	15.3	0.39	120.924	24.542	5719	4.700	1.329	
736.01	10340423	16.0	0.25	110.789	18.796	4157	4.552	0.681	
737.01	10345478	15.7	0.43	115.678	14.499	5117	4.602	0.798	
740.01	10395381	15.6	0.17	119.368	17.672	4711	4.640	0.703	
743.01	10464078	15.5	1.65	105.491	19.402	4877	4.304	1.904	
746.01	10526549	15.3	0.24	106.246	9.274	4681	4.551	0.788	
747.01	10583066	15.8	0.28	104.602	6.029	4357	4.680	0.608	
749.01	10601284	15.4	0.23	104.806	5.350	5374	4.780	0.915	
750.01	10662202	15.4	0.19	104.535	21.679	4619	4.624	0.703	
752.01	10797460	15.3	0.26	103.533	9.489	5584	4.406	1.067	
753.01	10811496	15.4	2.11	108.840	19.904	5648	4.843	0.621	
758.01	10987985	15.4	0.43	109.353	16.016	4869	4.284	1.172	
759.01	11018648	15.1	0.32	127.134	32.629	5401	4.563	0.864	
760.01	11138155	15.3	0.81	105.257	4.959	5887	4.622	0.830	
762.01	11153539	15.4	0.24	104.356	4.498	5779	4.596	1.172	
764.01	11304958	15.4	0.71	141.932	41.441	5263	4.367	1.582	
765.01	11391957	15.3	0.20	104.629	8.354	5345	4.700	0.722	
769.01	11460018	15.4	0.21	104.903	4.281	5461	4.643	0.942	
770.01	11463211	15.5	0.26	103.998	1.506	5502	4.927	0.590	
772.01	11493732	15.2	0.68	106.831	61.263	5885	4.409	1.079	
773.01	11507101	15.2	0.21	105.837	38.374	5667	4.624	0.820	
776.01	11812062	15.5	0.55	104.792	3.729	5309	4.829	0.843	
777.01	11818800	15.5	2.00	106.564	40.420	5256	4.479	0.948	
778.01	11853255	15.1	0.18	103.681	2.243	4082	4.605	0.611	
782.01	11960862	15.3	0.59	106.634	6.575	5733	4.411	1.248	
783.01	12020329	15.1	0.96	102.991	7.275	5284	4.762	1.953	
784.01	12066335	15.4	0.25	119.798	19.266	4112	4.569	0.653	
785.01	12070811	15.5	0.21	111.749	12.393	5380	4.725	0.741	
786.01	12110942	15.2	0.17	103.366	3.690	5638	4.715	0.876	
787.01	12366084	15.4	0.30	104.017	4.431	5615	4.534	1.037	
788.01	12404086	15.2	0.31	109.049	26.396	4950	4.634	0.747	
789.01	12459725	15.7	0.15	104.505	14.180	5563	4.765	0.683	
790.01	12470844	15.3	0.18	107.168	8.472	5176	5.058	0.612	
791.01	12644822	15.1	0.79	113.890	12.612	5564	4.528	1.117	
793.01	2445129	15.1	0.34	106.313	10.319	5655	4.409	1.069	
795.01	3114167	15.6	0.22	103.575	6.770	5455	4.804	0.640	
799.01	3246984	15.3	0.41	102.817	1.627	5491	4.412	1.051	
802.01	3453214	15.6	0.75	114.881	19.620	5556	5.009	0.498	
804.01	3641726	15.4	0.23	110.194	9.030	5136	4.533	0.874	
808.01	3838486	15.8	0.37	104.985	2.990	4389	4.582	0.701	
810.01	3940418	15.1	0.23	103.507	4.783	4997	4.571	0.820	
811.01	4049131	15.4	0.41	114.427	20.507	4764	4.432	0.944	
812.01	4139816	16.0	0.22	104.978	3.340	4097	4.661	0.571	
813.01	4275191	15.7	0.60	103.528	3.896	5357	4.726	0.725	
814.01	4476123	15.6	0.27	108.450	22.368	5236	4.855	0.984	
815.01	4544670	15.7	0.90	105.628	34.845	5344	4.485	0.948	
819.01	4932348	15.5	1.39	129.933	38.037	5386	4.963	0.518	
820.01	4936180	15.3	0.67	106.720	4.641	6287	4.511	0.970	
822.01	5077629	15.8	0.95	105.179	7.919	5458	4.605	0.824	
823.01	5115978	15.2	0.82	103.228	1.028	5976	4.427	4.223	
825.01	5252423	15.3	0.19	109.957	8.103	4735	4.581	0.764	
826.01	5272878	15.1	0.21	104.135	6.366	5557	4.843	0.854	
827.01	5283542	15.5	0.25	107.779	5.975	5837	4.539	0.918	
829.01	5358241	15.4	0.24	107.778	18.649	5858	4.567	0.888	
833.01	5376067	15.4	0.39	106.275	3.951	5781	4.660	0.788	
834.01	5436502	15.1	0.78	104.372	23.655	5614	4.598	1.496	
835.01	5456651	15.2	0.17	113.936	11.763	4817	4.952	0.635	
837.01	5531576	15.7	0.16	107.659	7.954	4817	4.751	0.623	
838.01	5534814	15.3	0.69	106.011	4.859	5794	4.475	0.991	
842.01	5794379	15.4	0.25	108.349	12.719	4497	4.524	0.787	
843.01	5881688	15.3	0.56	104.440	4.190	5784	4.396	1.092	
845.01	6032497	15.4	0.35	110.290	16.330	5646	4.444	1.224	
846.01	6061119	15.5	1.37	119.713	27.807	5612	4.597	0.846	
847.01	6191521	15.2	0.70	136.898	80.868	5469	4.559	1.894	
849.01	6276477	15.0	0.24	103.936	10.355	5303	4.475	0.956	
850.01	6291653	15.3	0.89	109.522	10.526	5236	4.549	0.865	
851.01	6392727	15.3	0.50	102.975	4.583	5570	4.551	0.892	
852.01	6422070	15.3	0.20	104.904	3.762	5448	4.466	0.980	
853.01	6428700	15.4	0.28	102.690	8.204	4842	4.472	0.906	
855.01	6522242	15.2	1.21	128.787	41.408	5316	4.586	0.832	
856.01	6526710	15.3	0.91	105.855	39.749	5858	4.592	0.861	
857.01	6587280	15.1	0.19	107.884	5.715	5033	4.629	0.764	
858.01	6599919	15.1	0.86	106.989	13.610	5440	4.450	0.999	
863.01	6784235	15.5	0.22	105.152	3.168	5651	4.593	0.851	
865.01	6862328	15.1	0.63	155.237	119.021	5560	4.704	1.232	
867.01	6863998	15.2	0.32	113.274	16.086	5059	4.521	0.881	
868.01	6867155	15.2	1.04	141.431	206.789	4118	4.517	0.927	
871.01	7031517	15.2	0.91	112.422	12.941	5650	5.051	0.477	
872.01	7109675	15.3	0.65	119.684	33.593	5127	4.592	0.810	
873.01	7118364	15.0	0.14	105.226	4.348	5470	4.784	0.789	
874.01	7134976	15.0	0.17	102.977	4.602	5037	4.561	0.706	
875.01	7135852	15.7	0.34	103.624	4.221	4198	4.865	0.780	
876.01	7270230	15.9	0.68	104.898	6.998	5417	4.865	0.589	
877.01	7287995	15.0	0.24	103.952	5.955	4211	4.566	0.678	
877.02	7287995	15.0	0.21	114.227	12.038	4211	4.566	0.678	
878.01	7303253	15.3	0.41	106.808	23.591	4749	4.281	1.160	
882.01	7377033	15.5	1.20	103.694	1.957	5081	4.572	0.826	
883.01	7380537	15.8	1.05	103.101	2.689	4674	4.821	0.642	
887.01	7458762	15.0	0.22	108.345	7.411	5601	4.525	0.923	
889.01	757450	15.3	1.52	102.992	8.885	5101	4.480	0.933	
890.01	7585481	15.3	0.84	109.623	8.099	5976	4.561	1.104	
891.01	7663691	15.1	0.34	109.969	10.006	5851	4.593	1.244	
892.01	7678434	15.2	0.23	105.617	10.372	5010	4.604	0.788	
895.01	7767559	15.4	1.24	104.894	4.409	5436	4.372	1.195	
896.01	7825899	15.3	0.38	108.568	16.240	5206	4.629	0.821	
896.02	7825899	15.3	0.28	107.051	6.308	5206	4.629	0.821	
900.01	7938496	15.4	0.45	105.339	13.810	5692	4.335	1.172	
901.01	8013419	15.8	0.26	109.938	12.733	4213	4.716	0.359	
902.01	8018547	15.8	0.83	169.808	83.904	4312	4.616	0.940	
903.01	8039892	15.8	0.95	106.433	5.007	5620	4.776	1.256	
906.01	8226994	15.5	0.23	107.135	7.157	5017	4.558	0.836	
908.01	8255887	15.1	1.11	104.446	4.708	5391	4.245	1.288	
910.01	8414716	15.7	0.26	104.720	5.392	5017	4.863	0.876	
911.01	8490993	15.4	0.18	104.006	4.094	5820	4.783	0.758	
912.01	8505670	15.1	0.22	104.804	10.849	4214	4.608	0.637	
914.01	8552202	15.4	0.23	102.731	3.887	5479	4.965	1.126	
916.01	8628973	15.1	0.36	104.312	3.315	5401	4.480	0.959	
917.01	8655354	15.2	0.29	106.356	6.720	5681	4.478	0.982	
918.01	8672910	15.0	0.99	139.583	39.648	5321	4.544	1.038	
920.01	8689031	15.1	0.16	123.502	21.802	5330	4.859	0.608	
922.01	8826878	15.4	0.24	104.624	5.155	5253	4.456	0.976	
923.01	8883593	15.5	0.32	107.901	5.743	5669	4.596	1.024	
924.01	8951215	15.2	0.36	106.306	39.478	5951	4.529	0.935	
927.01	9097120	15.5	1.46	121.982	23.900	5957	4.557	0.903	
931.01	9166862	15.3	1.15	103.679	3.856	5714	4.776	1.011	
934.01	9334289	15.8	0.32	106.008	5.827	5733	4.655	0.861	
935.01	9347899	15.2	0.40	113.013	20.859	6345	4.696	1.018	
937.01	9406990	15.4	0.20	109.572	20.835	5349	4.685	0.725	
938.01	9415172	15.6	0.24	104.701	9.946	5342	4.582	0.838	
940.01	9479273	15.0	0.54	102.571	6.105	5284	4.629	1.337	
942.01	9512687	15.4	0.23	107.857	11.515	4997	4.734	0.663	
944.01	9595686	15.4	0.37	103.244	3.108	5166	4.495	0.921	
945.01	9605514	15.1	0.23	121.860	25.852	6059	4.594	1.072	
948.01	9761882	15.6	0.19	106.717	24.582	5298	4.946	0.706	
949.01	9766437	15.5	0.27	103.766	12.533	5733	4.703	0.909	
951.01	9775938	15.2	0.58	104.546	13.197	4767	4.255	1.205	
955.01	9825625	15.1	0.23	108.731	7.039	6121	4.510	1.141	
956.01	9875711	15.2	0.50	108.645	8.361	4580	4.334	1.051	
# Note. To provide accurate estimates of the epoch and period for observers, data taken after Q1 were used when available.
